log,strategy,description,mean_hz,std_hz,mae_hz,p95_step_hz,max_step_hz,hf_ratio,score
00000443,xy_sw_hold,xy fusion + SW log + omega hold when switch is off,0.4700489741161615,0.021701344601969267,0.020144807449494928,0.0,0.20879999999999993,0.00015136537725710667,0.008213576695045405
00000443,xy_sw_amp_gate,xy fusion + SW log + amplitude gate,0.4844310606060606,0.01640479587001103,0.03443106060606061,0.0,0.08779999999999999,0.0005324329141414308,0.011969797768819285
00000443,xy_always_on,xy fusion + always-on estimation,0.47393041034721695,0.04964810119646642,0.024299076141350354,0.0,0.2794,0.009980019381270725,0.01225453296205175
00000444,xy_sw_hold,xy fusion + SW log + omega hold when switch is off,0.4901846577353643,0.006457698616651649,0.04025197283905301,0.0,0.12209999999999999,0.15700004268708062,0.012721361713381068
00000444,xy_sw_amp_gate,xy fusion + SW log + amplitude gate,0.5293357496788402,0.015072622973097515,0.0800953018902551,0.0,0.14589999999999997,0.005587408247907125,0.025535852864386283
00000444,xy_always_on,xy fusion + always-on estimation,0.4568319201669711,0.015220654679491014,0.008071745369162537,0.00039999999999995595,0.4707,0.05855877112429472,0.004343589078697818
