case,variant_old,variant_new,rmse_old,rmse_new,rmse_delta_new_minus_old,corr_old,corr_new,corr_delta_new_minus_old,smooth_ratio_old,smooth_ratio_new,smooth_ratio_delta_new_minus_old,freq_mae_old_hz,freq_mae_new_hz,freq_mae_delta_new_minus_old_hz,freq_max_old_hz,freq_max_new_hz,freq_max_delta_new_minus_old_hz
00000443_w35_100,standard_old,standard_fix,0.12666487735537596,0.21953599514245128,0.09287111778707532,0.9866753927198368,0.9655621678078169,-0.021113224912019946,0.39496203936361746,0.35043565001765997,-0.044526389345957484,0.05992004640371228,0.10908343387470995,0.04916338747099767,0.2643,0.31000000000000005,0.045700000000000074
00000444_w40_110,standard_old,standard_fix,0.1552946718339042,0.19665647957433652,0.04136180774043233,0.9876833375222754,0.9814286629201162,-0.006254674602159227,0.3836860254581012,0.3816773509901362,-0.002008674467964988,0.13770664285714285,0.1114355857142857,-0.026271057142857143,0.2233,0.31000000000000005,0.08670000000000005
