tag,x_trust_ratio,y_trust_ratio,x_rms_mean,y_rms_mean
00000443_w35_100,0.6638824439288477,0.0,0.5231391738299292,0.09661906031200156
00000443_w40_110,0.5773151471643934,0.0,0.4737521074582549,0.09435164403582795
00000444_w35_100,0.886,0.0,0.7735816251820253,0.0723451567897802
00000444_w40_110,0.7342857142857143,0.0,0.7165430857933758,0.0662660722923111
