log,window,mode,rmse,corr,smooth_ratio,freq_mae,freq_max,pred_end,plx_end
00000443,w35_100,baseline,2.512204916810411,0.2995433082263245,0.6085622534171108,0.0994258468677494,0.31000000000000005,-7.9098,-0.3852
00000443,w35_100,model_strong,2.1668546958691195,0.3553955073091413,0.6170446840164776,0.12006106728538282,0.25,-4.6336,-0.3852
00000443,w35_100,model_mid,2.2952712924329832,0.32990427473459544,0.5592927889743466,0.10914943542150038,0.31000000000000005,6.5609,-0.3852
00000444,w40_110,baseline,1.4814024789801628,0.5710718293156696,0.5196005724585555,0.1307516571428571,0.25,4.8747,-0.0648
00000444,w40_110,model_strong,1.5187253872357194,0.5604304041651778,0.4524037818157202,0.13058641428571427,0.25,4.8635,-0.0648
00000444,w40_110,model_mid,1.4964859940426152,0.5670663137472872,0.48683101217436975,0.1306411714285714,0.25,4.8945,-0.0648
