TimeUS,PLX,PLY,PLZ,SW,RealFreq,RealPhase
55185060,0.00164614908862859,0.08920802175998688,-23.513660430908203,0,0.6000000238418579,0.0
55195161,-0.0004098000645171851,0.0856945589184761,-23.50250816345215,0,0.6000000238418579,0.0
55205806,0.005114978179335594,0.0912783071398735,-23.50803565979004,0,0.6000000238418579,0.0
55215098,0.0026043911930173635,0.08835813403129578,-23.50885772705078,0,0.6000000238418579,0.0
55225298,0.0029180466663092375,0.09272751212120056,-23.506572723388672,0,0.6000000238418579,0.0
55235082,0.002577032893896103,0.09468427300453186,-23.52079963684082,0,0.6000000238418579,0.0
55245001,0.004900545813143253,0.08724065124988556,-23.520313262939453,0,0.6000000238418579,0.0
55255320,0.009031958878040314,0.09345370531082153,-23.507802963256836,0,0.6000000238418579,0.0
55265075,0.005986659321933985,0.08656062185764313,-23.504131317138672,0,0.6000000238418579,0.0
55275301,0.004422038793563843,0.08799611032009125,-23.5029296875,0,0.6000000238418579,0.0
55285135,0.002672188449651003,0.09699052572250366,-23.51072883605957,0,0.6000000238418579,0.0
55295157,0.0025973885785788298,0.07949121296405792,-23.520214080810547,0,0.6000000238418579,0.0
55305846,0.0004386180662550032,0.08334749937057495,-23.512998580932617,0,0.6000000238418579,0.0
55315063,-0.0017962857382372022,0.09087337553501129,-23.502761840820312,0,0.6000000238418579,0.0
55325373,0.00041157237137667835,0.08549324423074722,-23.499055862426758,0,0.6000000238418579,0.0
55335021,0.005046663340181112,0.08137517422437668,-23.501895904541016,0,0.6000000238418579,0.0
55345001,0.0013748124474659562,0.08043467998504639,-23.519258499145508,0,0.6000000238418579,0.0
55355416,0.003482361091300845,0.08546391874551773,-23.513139724731445,0,0.6000000238418579,0.0
55365114,0.00630080234259367,0.0916522964835167,-23.50214958190918,0,0.6000000238418579,0.0
55375393,0.005413456819951534,0.07795382291078568,-23.504154205322266,0,0.6000000238418579,0.0
55385102,0.0029600635170936584,0.0783749595284462,-23.501842498779297,0,0.6000000238418579,0.0
55395157,-0.0005244289641268551,0.08805887401103973,-23.50275230407715,0,0.6000000238418579,0.0
55405362,0.0006920737214386463,0.08723588287830353,-23.506994247436523,0,0.6000000238418579,0.0
55415128,0.005509847775101662,0.08971568197011948,-23.499330520629883,0,0.6000000238418579,0.0
55425785,0.0034596568439155817,0.08071938902139664,-23.50506591796875,0,0.6000000238418579,0.0
55435094,0.0041582235135138035,0.08623722195625305,-23.513639450073242,0,0.6000000238418579,0.0
55445104,0.004568522796034813,0.09168729186058044,-23.506731033325195,0,0.6000000238418579,0.0
55455356,-0.000573370314668864,0.0884714126586914,-23.502676010131836,0,0.6000000238418579,0.0
55465109,0.0024803094565868378,0.08647123724222183,-23.500118255615234,0,0.6000000238418579,0.0
55475344,0.001089337281882763,0.08502630889415741,-23.5151424407959,0,0.6000000238418579,0.0
55485100,0.0030767139978706837,0.08896920084953308,-23.514610290527344,0,0.6000000238418579,0.0
55495224,0.008290745317935944,0.09647253155708313,-23.498821258544922,0,0.6000000238418579,0.0
55505949,0.005868806969374418,0.08688242733478546,-23.497148513793945,0,0.6000000238418579,0.0
55515043,0.0036911035422235727,0.0833798199892044,-23.499717712402344,0,0.6000000238418579,0.0
55525420,0.005026375409215689,0.08987738192081451,-23.50531578063965,0,0.6000000238418579,0.0
55535031,0.0015981660690158606,0.09453745931386948,-23.514331817626953,0,0.6000000238418579,0.0
55545086,0.007556423544883728,0.09497677534818649,-23.515480041503906,0,0.6000000238418579,0.0
55555390,0.010899159125983715,0.08503422886133194,-23.50128746032715,0,0.6000000238418579,0.0
55565127,0.013457276858389378,0.08326778560876846,-23.496864318847656,0,0.6000000238418579,0.0
55575332,0.006558943074196577,0.09269952774047852,-23.506772994995117,0,0.6000000238418579,0.0
55585099,0.007225308567285538,0.09217467904090881,-23.511470794677734,0,0.6000000238418579,0.0
55595134,0.002194488188251853,0.0838826447725296,-23.51176643371582,0,0.6000000238418579,0.0
55605358,-0.0013848590897396207,0.0802040621638298,-23.513137817382812,0,0.6000000238418579,0.0
55615092,-0.0034859434235841036,0.07978544384241104,-23.50957489013672,0,0.6000000238418579,0.0
55625814,0.0008638534345664084,0.08177661150693893,-23.50948715209961,0,0.6000000238418579,0.0
