log,method,mean_hz,std_hz,mae_hz,p95_step_hz,max_step_hz,hf_ratio
00000443,original_ekf,0.587158648989899,0.03772032172989905,0.1373049558080808,0.0013299999999999694,0.20290000000000008,0.04074529944507031
00000443,fixed_ekf_0.45Hz,0.4777128472222223,0.013546743070851722,0.02772272727272725,0.0,0.2113,0.03340024884656961
00000444,original_ekf,0.6037311800330336,0.018977965667087357,0.15373118003303357,0.0007999999999999841,0.08050000000000002,0.19849207563147198
00000444,fixed_ekf_0.45Hz,0.479856964580657,0.0050489506602936505,0.029870508350155995,0.0,0.030899999999999983,4.5051521955562945
