Time_s,PLX,PLY,PLZ,SW,BandProxyX,BandProxyY,RMS_X,RMS_Y,Trust_X,Trust_Y
0.0,-0.2881409227848053,0.3246254920959472,4.176865577697754,0,-8.604228440844963e-15,9.769962616701378e-15,8.604228440844963e-15,9.769962616701378e-15,0,0
0.01009899999999675,-0.5621092915534973,0.6191983819007874,4.143657684326172,0,-0.00015036713920230094,0.0001616759004908208,1.0671589563536483e-05,1.1474174886256031e-05,0,0
0.020283999999989533,-0.0877565518021583,0.3585565984249115,4.419673442840576,0,-0.0004799867680071457,0.0006529605484510426,3.5826936035710644e-05,4.792383830215774e-05,0,0
0.03028399999999465,0.1055620461702346,0.4377740323543548,4.61710262298584,0,-0.0004982694983263758,0.0013672102472085945,5.015408000774092e-05,0.00010774150483261076,0,0
0.03999999999999204,-0.2166710048913955,0.7616680264472961,4.385738849639893,0,6.765227970217946e-05,0.0024075771365432153,5.0253574334917686e-05,0.00019910483104725027,0,0
0.050027000000000044,-0.1569049954414367,0.487256109714508,4.46539306640625,0,0.0009583502237980324,0.003995381587734492,8.429616596705199e-05,0.00034536223215361875,0,0
0.06004000000000076,0.3064344823360443,0.1023437306284904,4.510076999664307,0,0.0022903597425346645,0.005750912813225095,0.000182393970129173,0.0005327716033085783,0,0
0.07027599999999268,-0.0486202985048294,0.3968446552753448,4.37300443649292,0,0.004373810065922079,0.0072450695191046965,0.00036160205875645867,0.0007418620980752789,0,0
0.08025200000000154,-0.221614196896553,0.7259581089019775,4.320904731750488,0,0.006916851685183245,0.008785175798816436,0.0006067547723421261,0.0009652113295077616,0,0
0.09004500000000348,-0.1474433541297912,0.3922883570194244,4.414397239685059,0,0.009534020182464797,0.010702910615719707,0.0009001916602754659,0.0012192688948505588,0,0
0.10003100000000131,0.038521334528923,-0.0437705628573894,4.554898262023926,0,0.012300513750550524,0.012539679190993858,0.001248951670311429,0.001504118592570588,0,0
0.11012999999999806,0.0381246320903301,0.2281011343002319,4.565689086914063,0,0.015441589957943147,0.013783190615459573,0.001659218249013047,0.0017910458802589569,0,0
0.12089899999999432,-0.1442030370235443,0.3208036720752716,4.486044883728027,0,0.018921711427955512,0.014583095870636165,0.0021589023624252707,0.002081500782466621,0,0
