file,amp_plx_0.45,amp_ply_0.45,band_plx_0.40_0.50,band_ply_0.40_0.50,broad_plx_0.10_1.00,broad_ply_0.10_1.00,band_ratio_plx_div_ply
analysis/replay/results/diagnostics/fixed_060_qw_sweep_2026-04-06/csv/00000443_w35_100_extracted.csv,0.6507017734800812,0.04208948382094608,10986871.659098394,173274.52079677625,11362378.868121685,252978.7735688121,63.40731233061245
analysis/replay/results/diagnostics/fixed_060_qw_sweep_2026-04-06/csv/00000443_w40_110_extracted.csv,0.5643102633140344,0.03115094357472322,11227275.127490042,186420.94465288497,11800030.345073307,274941.543241458,60.225395533721716
