Time_s,PLX,PLY,EstFreq_Hz,PhaseCorr,SW,RealSW,RLS_A_X,RLS_B_X,RealFreq_Hz,RealPhase
0.0000,0.2187,0.1575,0.5794,0.0000,0,0,0.0000,0.1088,0.6000,0.0000
0.0101,0.2169,0.1587,0.5794,0.0000,0,0,-0.0000,0.1085,0.6000,0.0000
0.0199,0.2163,0.1587,0.5794,0.0000,0,0,-0.0001,0.1083,0.6000,0.0000
0.0306,0.2176,0.1548,0.5794,0.0000,0,0,0.0006,0.1091,0.6000,0.0000
0.0403,0.2194,0.1566,0.5794,0.0000,0,0,0.0025,0.1100,0.6000,0.0000
0.0500,0.2138,0.1609,0.5794,0.0000,0,0,-0.0038,0.1083,0.6000,0.0000
0.0600,0.2175,0.1589,0.5794,0.0000,0,0,0.0025,0.1096,0.6000,0.0000
0.0701,0.2242,0.1574,0.5794,0.0000,0,0,0.0143,0.1116,0.6000,0.0000
0.0804,0.2184,0.1645,0.5794,0.0000,0,0,0.0088,0.1106,0.6000,0.0000
0.0909,0.2147,0.1668,0.5794,0.0000,0,0,0.0048,0.1098,0.6000,0.0000
0.1000,0.2138,0.1634,0.5794,0.0000,0,0,0.0045,0.1098,0.6000,0.0000
0.1100,0.2149,0.1577,0.5794,0.0000,0,0,0.0063,0.1102,0.6000,0.0000
0.1199,0.2157,0.1541,0.5794,0.0000,0,0,0.0084,0.1107,0.6000,0.0000
0.1302,0.2198,0.1531,0.5794,0.0000,0,0,0.0126,0.1120,0.6000,0.0000
0.1404,0.2205,0.1599,0.5794,0.0000,0,0,0.0152,0.1128,0.6000,0.0000
0.1500,0.2197,0.1620,0.5794,0.0000,0,0,0.0164,0.1132,0.6000,0.0000
0.1600,0.2178,0.1637,0.5794,0.0000,0,0,0.0169,0.1133,0.6000,0.0000
0.1701,0.2142,0.1618,0.5794,0.0000,0,0,0.0165,0.1132,0.6000,0.0000
0.1803,0.2173,0.1597,0.5794,0.0000,0,0,0.0179,0.1137,0.6000,0.0000
0.1903,0.2176,0.1614,0.5794,0.0000,0,0,0.0193,0.1143,0.6000,0.0000
0.2000,0.2206,0.1615,0.5794,0.0000,0,0,0.0215,0.1152,0.6000,0.0000
0.2100,0.2191,0.1617,0.5794,0.0000,0,0,0.0228,0.1158,0.6000,0.0000
0.2199,0.2144,0.1570,0.5794,0.0000,0,0,0.0231,0.1159,0.6000,0.0000
0.2303,0.2110,0.1530,0.5794,0.0000,0,0,0.0232,0.1160,0.6000,0.0000
0.2402,0.2106,0.1571,0.5794,0.0000,0,0,0.0236,0.1162,0.6000,0.0000
0.2500,0.2120,0.1625,0.5794,0.0000,0,0,0.0245,0.1166,0.6000,0.0000
0.2600,0.2168,0.1591,0.5794,0.0000,0,0,0.0264,0.1175,0.6000,0.0000
0.2701,0.2145,0.1550,0.5794,0.0000,0,0,0.0278,0.1182,0.6000,0.0000
0.2804,0.2177,0.1550,0.5794,0.0000,0,0,0.0296,0.1191,0.6000,0.0000
0.2909,0.2176,0.1631,0.5794,0.0000,0,0,0.0313,0.1199,0.6000,0.0000
0.3000,0.2184,0.1645,0.5794,0.0000,0,0,0.0330,0.1208,0.6000,0.0000
0.3101,0.2230,0.1600,0.5794,0.0000,0,0,0.0352,0.1218,0.6000,0.0000
0.3200,0.2180,0.1544,0.5794,0.0000,0,0,0.0367,0.1226,0.6000,0.0000
0.3303,0.2184,0.1508,0.5794,0.0000,0,0,0.0383,0.1233,0.6000,0.0000
0.3403,0.2157,0.1593,0.5794,0.0000,0,0,0.0396,0.1239,0.6000,0.0000
0.3499,0.2136,0.1649,0.5794,0.0000,0,0,0.0408,0.1244,0.6000,0.0000
0.3600,0.2170,0.1618,0.5794,0.0000,0,0,0.0424,0.1251,0.6000,0.0000
0.3700,0.2221,0.1562,0.5794,0.0000,0,0,0.0443,0.1258,0.6000,0.0000
0.3804,0.2212,0.1596,0.5794,0.0000,0,0,0.0462,0.1265,0.6000,0.0000
0.3903,0.2185,0.1611,0.5794,0.0000,0,0,0.0479,0.1270,0.6000,0.0000
0.4000,0.2184,0.1575,0.5794,0.0000,0,0,0.0495,0.1274,0.6000,0.0000
0.4101,0.2195,0.1540,0.5794,0.0000,0,0,0.0513,0.1277,0.6000,0.0000
0.4201,0.2174,0.1505,0.5794,0.0000,0,0,0.0530,0.1279,0.6000,0.0000
0.4307,0.2208,0.1598,0.5794,0.0000,0,0,0.0548,0.1280,0.6000,0.0000
0.4403,0.2164,0.1638,0.5794,0.0000,0,0,0.0565,0.1280,0.6000,0.0000
0.4501,0.2159,0.1635,0.5794,0.0000,0,0,0.0581,0.1277,0.6000,0.0000
0.4600,0.2151,0.1623,0.5794,0.0000,0,0,0.0597,0.1274,0.6000,0.0000
0.4700,0.2198,0.1602,0.5794,0.0000,0,0,0.0616,0.1268,0.6000,0.0000
0.4804,0.2210,0.1583,0.5794,0.0000,0,0,0.0635,0.1259,0.6000,0.0000
0.4909,0.2230,0.1562,0.5794,0.0000,0,0,0.0655,0.1249,0.6000,0.0000
0.5000,0.2248,0.1490,0.5794,0.0000,0,0,0.0675,0.1236,0.6000,0.0000
0.5100,0.2233,0.1566,0.5794,0.0000,0,0,0.0693,0.1222,0.6000,0.0000
0.5200,0.2237,0.1634,0.5794,0.0000,0,0,0.0712,0.1206,0.6000,0.0000
0.5303,0.2183,0.1613,0.5794,0.0000,0,0,0.0728,0.1189,0.6000,0.0000
0.5403,0.2161,0.1549,0.5794,0.0000,0,0,0.0742,0.1172,0.6000,0.0000
0.5500,0.2135,0.1538,0.5794,0.0000,0,0,0.0756,0.1153,0.6000,0.0000
0.5600,0.2113,0.1588,0.5794,0.0000,0,0,0.0769,0.1134,0.6000,0.0000
0.5700,0.2158,0.1614,0.5794,0.0000,0,0,0.0782,0.1111,0.6000,0.0000
0.5803,0.2164,0.1581,0.5794,0.0000,0,0,0.0795,0.1086,0.6000,0.0000
0.5904,0.2134,0.1594,0.5794,0.0000,0,0,0.0806,0.1061,0.6000,0.0000
0.6000,0.2167,0.1612,0.5794,0.0000,0,0,0.0817,0.1032,0.6000,0.0000
0.6100,0.2168,0.1609,0.5794,0.0000,0,0,0.0828,0.1002,0.6000,0.0000
0.6200,0.2119,0.1550,0.5794,0.0000,0,0,0.0836,0.0973,0.6000,0.0000
0.6308,0.2167,0.1532,0.5794,0.0000,0,0,0.0844,0.0940,0.6000,0.0000
0.6403,0.2185,0.1605,0.5794,0.0000,0,0,0.0852,0.0905,0.6000,0.0000
0.6500,0.2123,0.1631,0.5794,0.0000,0,0,0.0857,0.0873,0.6000,0.0000
0.6599,0.2112,0.1609,0.5794,0.0000,0,0,0.0862,0.0840,0.6000,0.0000
0.6700,0.2163,0.1517,0.5794,0.0000,0,0,0.0866,0.0803,0.6000,0.0000
0.6805,0.2223,0.1539,0.5794,0.0000,0,0,0.0869,0.0762,0.6000,0.0000
0.6909,0.2172,0.1607,0.5794,0.0000,0,0,0.0870,0.0723,0.6000,0.0000
0.6999,0.2148,0.1633,0.5794,0.0000,0,0,0.0870,0.0686,0.6000,0.0000
0.7101,0.2148,0.1600,0.5794,0.0000,0,0,0.0870,0.0648,0.6000,0.0000
0.7200,0.2164,0.1525,0.5794,0.0000,0,0,0.0868,0.0609,0.6000,0.0000
0.7303,0.2203,0.1521,0.5794,0.0000,0,0,0.0865,0.0568,0.6000,0.0000
0.7403,0.2203,0.1584,0.5794,0.0000,0,0,0.0861,0.0527,0.6000,0.0000
0.7500,0.2141,0.1635,0.5794,0.0000,0,0,0.0856,0.0489,0.6000,0.0000
0.7601,0.2125,0.1573,0.5794,0.0000,0,0,0.0851,0.0453,0.6000,0.0000
0.7701,0.2095,0.1562,0.5794,0.0000,0,0,0.0845,0.0420,0.6000,0.0000
0.7804,0.2154,0.1584,0.5794,0.0000,0,0,0.0838,0.0382,0.6000,0.0000
0.7903,0.2155,0.1595,0.5794,0.0000,0,0,0.0830,0.0346,0.6000,0.0000
0.8001,0.2178,0.1549,0.5794,0.0000,0,0,0.0821,0.0308,0.6000,0.0000
0.8099,0.2180,0.1537,0.5794,0.0000,0,0,0.0811,0.0272,0.6000,0.0000
0.8199,0.2240,0.1600,0.5794,0.0000,0,0,0.0800,0.0233,0.6000,0.0000
0.8303,0.2207,0.1654,0.5794,0.0000,0,0,0.0789,0.0197,0.6000,0.0000
0.8403,0.2142,0.1666,0.5794,0.0000,0,0,0.0778,0.0166,0.6000,0.0000
0.8501,0.2086,0.1582,0.5794,0.0000,0,0,0.0768,0.0138,0.6000,0.0000
0.8600,0.2108,0.1576,0.5794,0.0000,0,0,0.0757,0.0109,0.6000,0.0000
0.8700,0.2164,0.1604,0.5794,0.0000,0,0,0.0745,0.0079,0.6000,0.0000
0.8804,0.2243,0.1582,0.5794,0.0000,0,0,0.0730,0.0046,0.6000,0.0000
0.8909,0.2230,0.1503,0.5794,0.0000,0,0,0.0716,0.0015,0.6000,0.0000
0.9000,0.2153,0.1496,0.5794,0.0000,0,0,0.0702,-0.0011,0.6000,0.0000
0.9100,0.2162,0.1587,0.5794,0.0000,0,0,0.0689,-0.0037,0.6000,0.0000
0.9199,0.2157,0.1601,0.5794,0.0000,0,0,0.0675,-0.0062,0.6000,0.0000
0.9304,0.2161,0.1588,0.5794,0.0000,0,0,0.0661,-0.0085,0.6000,0.0000
0.9404,0.2123,0.1526,0.5794,0.0000,0,0,0.0648,-0.0106,0.6000,0.0000
0.9501,0.2114,0.1591,0.5794,0.0000,0,0,0.0634,-0.0126,0.6000,0.0000
0.9600,0.2165,0.1637,0.5794,0.0000,0,0,0.0619,-0.0147,0.6000,0.0000
0.9701,0.2152,0.1593,0.5794,0.0000,0,0,0.0605,-0.0166,0.6000,0.0000
0.9803,0.2188,0.1543,0.5794,0.0000,0,0,0.0589,-0.0185,0.6000,0.0000
0.9903,0.2162,0.1513,0.5794,5993546.5000,0,0,0.0573,-0.0203,0.6000,-10383783.0000
