Time_s,SW,EKF_Single_Hz,SingleFused_Hz,DualLongFusedRaw_Hz,DualLongEWMA_Hz,DualLongReliabilityHold_Hz,X_Single_Hz,Y_Single_Hz,Z_Single_Hz,X_DualLong_Hz,Y_DualLong_Hz,Z_DualLong_Hz,X_DualShort_Hz,Y_DualShort_Hz,Z_DualShort_Hz,X_LongAmp,Y_LongAmp,Z_LongAmp,X_ShortAmp,Y_ShortAmp,Z_ShortAmp
0.0,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.0101,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.0199,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.0306,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.0403,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.05,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.06,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.0701,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.0804,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
0.0909,0,0.6,0.3055555555555555,0.27743037688556516,0.27743037688556516,0.27743037688556516,0.25,0.41666666666666663,0.25,1.0,0.41666666666666663,0.25,1.01,1.0833333333333333,0.26,0.13906558283162138,0.03247629656413657,3.828107985986629,0.14521892504190212,0.033987310411598734,3.474258605459773
