tag,samples,mean_hz,std_hz,mae_hz,p95_step_hz,max_step_hz,force_mean_abs,force_p95_abs,force_reject_ratio,q_w,r_meas,x_mean_hz,y_mean_hz,z_mean_hz,x_std_hz,y_std_hz,z_std_hz
always_default,15332,0.6059633315940516,0.03745448891946047,0.15596333159405165,0.0010999999999999899,0.22240000000000004,7.164961694928239,23.479438851045405,0.26911035742238454,0.0005,0.08,0.8900277945504782,0.5999982199621361,0.8875143861973834,0.07620000920270083,1.1102230246251565e-16,0.08874522274977828
switch_default,5449,0.6037311800330336,0.018977965667087357,0.15373118003303357,0.0007999999999999841,0.08050000000000002,7.164961694928239,23.479438851045405,0.26911035742238454,0.0005,0.08,0.35352500426169864,0.5999982199621361,0.7339794416841035,0.035380875498495834,1.1102230246251565e-16,0.06669266737142328
always_smooth_1,15332,0.6073624184711713,0.0796697995539433,0.16907509783459432,0.000200000000000089,0.56,7.164961694928239,23.479438851045405,0.26911035742238454,5e-05,0.2,0.366140381163631,0.5999982199621361,0.8869163297135585,0.06144190465356112,1.1102230246251565e-16,0.09050238640481588
always_smooth_2,15332,0.5944865053482911,0.06492639579142034,0.15234961518392903,9.999999999998899e-05,0.3777,7.164961694928239,23.479438851045405,0.26911035742238454,1e-05,0.5,0.366140381163631,0.5999982199621361,0.45802508585339163,0.06144190465356112,1.1102230246251565e-16,0.035336991447758495
always_smooth_3,15332,0.6186739172971563,0.026808511182437652,0.1686811961909731,9.999999999998899e-05,0.28010000000000007,7.164961694928239,23.479438851045405,0.26911035742238454,1e-06,1.0,0.8900277945504782,0.5999982199621361,0.3662689390529723,0.07620000920270083,1.1102230246251565e-16,0.06214579582786413
