case,variant_old,variant_new,rmse_old,rmse_new,rmse_delta_new_minus_old,corr_old,corr_new,corr_delta_new_minus_old,smooth_ratio_old,smooth_ratio_new,smooth_ratio_delta_new_minus_old,freq_mae_old_hz,freq_mae_new_hz,freq_mae_delta_new_minus_old_hz,freq_max_old_hz,freq_max_new_hz,freq_max_delta_new_minus_old_hz
00000443_w35_100,baseline,baseline_fix,2.512204916810411,0.4839943782023477,-2.028210538608063,0.2995433082263245,0.8325577797465287,0.5330144715202041,0.6085622534171107,0.3643220735852217,-0.244240179831889,0.0994258468677494,0.09950643464810516,8.05877803557592e-05,0.31000000000000005,0.31000000000000005,0.0
00000443_w35_100,model_strong,model_strong_fix,2.1668546958691195,0.7504707601173968,-1.4163839357517227,0.3553955073091413,0.6206489685671328,0.2652534612579915,0.6170446840164775,0.538080305954369,-0.07896437806210854,0.12006106728538282,0.07689908739365817,-0.043161979891724656,0.25,0.31000000000000005,0.06000000000000005
00000444_w40_110,baseline,baseline_fix,1.4814024789801628,0.3579648569183453,-1.1234376220618174,0.5710718293156696,0.9365879166427045,0.3655160873270349,0.5196005724585555,0.3749394591092639,-0.1446611133492916,0.1307516571428571,0.10827389999999999,-0.022477757142857116,0.25,0.25229999999999997,0.0022999999999999687
00000444_w40_110,model_strong,model_strong_fix,1.5187253872357194,0.5137505978613136,-1.0049747893744057,0.5604304041651778,0.8904789519655837,0.33004854780040593,0.45240378181572016,0.5600459286339612,0.10764214681824102,0.13058641428571427,0.13121332857142856,0.0006269142857142918,0.25,0.31000000000000005,0.06000000000000005
