TimeUS,PLX,PLY,PLZ,SW,F,P
375627074,0.1914006769657135,0.08478176593780518,-23.500539779663086,0,0.6112263202667236,0.0
375637615,0.1889771670103073,0.08078117668628693,-23.491539001464844,0,0.6112263202667236,0.0
375647626,0.19334305822849274,0.07534521073102951,-23.495677947998047,0,0.6112263202667236,0.0
375657374,0.19448517262935638,0.07446490228176117,-23.508434295654297,0,0.6112263202667236,0.0
375667317,0.19767241179943085,0.08162834495306015,-23.51787757873535,0,0.6112263202667236,0.0
375677414,0.20254410803318024,0.08428017050027847,-23.5147705078125,0,0.6112263202667236,0.0
375687659,0.20405420660972595,0.0863201841711998,-23.504348754882812,0,0.6112263202667236,0.0
375697629,0.20459842681884766,0.08187321573495865,-23.49994659423828,0,0.6112263202667236,0.0
375707293,0.20180870592594147,0.07632818818092346,-23.497718811035156,0,0.6112263202667236,0.0
375717365,0.19869734346866608,0.08117302507162094,-23.507247924804688,0,0.6112263202667236,0.0
375727410,0.1904030740261078,0.08773748576641083,-23.517913818359375,0,0.6112263202667236,0.0
375738247,0.189918652176857,0.08626227080821991,-23.51312828063965,0,0.6112263202667236,0.0
375747570,0.1925794631242752,0.08335690200328827,-23.50962257385254,0,0.6112263202667236,0.0
375757377,0.1956956833600998,0.07565276324748993,-23.500959396362305,0,0.6112263202667236,0.0
375767283,0.19344846904277802,0.07662945985794067,-23.493738174438477,0,0.6112263202667236,0.0
375777366,0.19573552906513214,0.07901743799448013,-23.503721237182617,0,0.6112263202667236,0.0
375787628,0.19564968347549438,0.08685320615768433,-23.515796661376953,0,0.6112263202667236,0.0
375797635,0.1946401298046112,0.08717858046293259,-23.513277053833008,0,0.6112263202667236,0.0
375807293,0.19422399997711182,0.08107676357030869,-23.501237869262695,0,0.6112263202667236,0.0
375817389,0.1924058496952057,0.07555459439754486,-23.49510955810547,0,0.6112263202667236,0.0
375827312,0.1914607435464859,0.07697724550962448,-23.494539260864258,0,0.6112263202667236,0.0
375837609,0.1908443421125412,0.08695405721664429,-23.50823402404785,0,0.6112263202667236,0.0
375847614,0.19456590712070465,0.09102904796600342,-23.516923904418945,0,0.6112263202667236,0.0
375857372,0.1992383748292923,0.08195759356021881,-23.515920639038086,0,0.6112263202667236,0.0
375867287,0.20073500275611877,0.07574021071195602,-23.50325584411621,0,0.6112263202667236,0.0
375877316,0.1986728310585022,0.08105766028165817,-23.49243927001953,0,0.6112263202667236,0.0
375887726,0.19865469634532928,0.08581435680389404,-23.497983932495117,0,0.6112263202667236,0.0
375897626,0.19990429282188416,0.08388333022594452,-23.51307487487793,0,0.6112263202667236,0.0
